"Invested In","NSE Code","BSE Code","Sector","Market Value Latest Price","Value as of <br> 31 May, 2025","% of Total Holding","Quantity","Month Change <br> in Shares","Month Change <br> in Shares %","History "
"Procter & Gamble Health Ltd","PGHL","500126","Healthcare","4047429008","3937817000","0.62","685076","634","0.09","/mutual-fund/holding-history/10901/858/"
"Ion Exchange (India) Ltd","IONEXCHANG","500214","Industrials","3873937692","3897570000","0.62","7161360","","","/mutual-fund/holding-history/10901/2050/"
"K.P.R. Mill Ltd","KPRMILL","532889","Consumer Cyclical","3777324541.3","3875017000","0.62","3439873","","","/mutual-fund/holding-history/10901/764/"
"Birla Corp Ltd","BIRLACORPN","500335","Basic Materials","3822123627","3865435000","0.61","2812453","","","/mutual-fund/holding-history/10901/198/"
"Vedanta Ltd","VEDL","500295","Basic Materials","4111840740.4","3860557000","0.61","8863636","-2500000","-22","/mutual-fund/holding-history/10901/1289/"
"Cyient Ltd","CYIENT","532175","Industrials","3756740299.1","3839704000","0.61","2850983","","","/mutual-fund/holding-history/10901/301/"
"Genus Power Infrastructures Ltd","GENUSPOWER","530343","Industrials","3554517191.4","3791869000","0.6","9589956","","","/mutual-fund/holding-history/10901/449/"
"Aditya Birla Real Estate Ltd","ABREL","500040","Basic Materials","4307672908.3","3750039000","0.6","1721623","","","/mutual-fund/holding-history/10901/253/"
"Timken India Ltd","TIMKEN","522113","Industrials","3849419030.8","3700208000","0.59","1184218","","","/mutual-fund/holding-history/10901/1399/"
"Fine Organic Industries Ltd Ordinary Shares","FINEORG","541557","Basic Materials","3687253031","3674614000","0.58","785023","","","/mutual-fund/holding-history/10901/92286/"
"Vishal Mega Mart Ltd","VMM","544307","Consumer Cyclical","3543953396.5","3538560000","0.56","28385690","","","/mutual-fund/holding-history/10901/2839786/"
"Jyothy Labs Ltd","JYOTHYLAB","532926","Consumer Defensive","3397593602.2","3520558000","0.56","10204516","183276","1.83","/mutual-fund/holding-history/10901/706/"
"MAS Financial Services Ltd Ordinary Shares","MASFIN","540749","Financial Services","3472941358.1","3515920000","0.56","11938609","2342169","24.41","/mutual-fund/holding-history/10901/62997/"
"Krishna Institute of Medical Sciences Ltd","KIMS","543308","Healthcare","3482693750","3506781000","0.56","5125000","","","/mutual-fund/holding-history/10901/555690/"
"Crompton Greaves Consumer Electricals Ltd","CROMPTON","539876","Consumer Cyclical","3460145546.5","3502324000","0.56","9924410","","","/mutual-fund/holding-history/10901/2020/"
"Kirloskar Oil Engines Ltd","KIRLOSENG","533293","Industrials","3285028979.1","3419991000","0.54","3780458","","","/mutual-fund/holding-history/10901/745/"
"Sundaram Finance Holdings Ltd","SUNDARMHLD","","Financial Services","4108585592.7","3345360000","0.53","8848989","","","/mutual-fund/holding-history/10901/87798/"
"Avalon Technologies Ltd","AVALON","543896","Technology","3142920420.9","3258300000","0.52","3789162","","","/mutual-fund/holding-history/10901/1416031/"
"Carborundum Universal Ltd","CARBORUNIV","513375","Industrials","3065401823.4","3238804000","0.51","3265582","","","/mutual-fund/holding-history/10901/238/"
"Bayer CropScience Ltd","BAYERCROP","506285","Basic Materials","3080278847","3179269000","0.5","559898","","","/mutual-fund/holding-history/10901/169/"
"InterGlobe Aviation Ltd","INDIGO","539448","Industrials","3189454200","3158345000","0.5","592560","","","/mutual-fund/holding-history/10901/1784/"
"Voltas Ltd","VOLTAS","500575","Consumer Cyclical","3280051318.4","3153204000","0.5","2496994","","","/mutual-fund/holding-history/10901/1500/"
"Styrenix Performance Materials Ltd","STYRENIX","506222","Basic Materials","3307154910.5","3140826000","0.5","995981","","","/mutual-fund/holding-history/10901/1300/"
"Ramco Cements Ltd","RAMCOCEM","500260","Basic Materials","3426720000","3123040000","0.5","3200000","3200000","New","/mutual-fund/holding-history/10901/1103/"
"Persistent Systems Ltd","PERSISTENT","533179","Technology","3310618532","3101058000","0.49","550028","","","/mutual-fund/holding-history/10901/1023/"
"Bharat Dynamics Ltd Ordinary Shares","BDL","541143","Industrials","2882028224","3076657000","0.49","1526498","","","/mutual-fund/holding-history/10901/80210/"
"Blue Star Ltd","BLUESTARCO","500067","Industrials","3354534393.6","3068382000","0.49","2002468","","","/mutual-fund/holding-history/10901/209/"
"Hitachi Energy India Ltd Ordinary Shares","POWERINDIA","543187","Industrials","2795736372","3067379000","0.49","158948","","","/mutual-fund/holding-history/10901/202203/"
"Tata Power Co Ltd","TATAPOWER","500400","Utilities","3078230917.2","3027364000","0.48","7707138","","","/mutual-fund/holding-history/10901/1364/"
"Linde India Ltd","LINDEINDIA","523457","Basic Materials","2855000000","3002200000","0.48","400000","","","/mutual-fund/holding-history/10901/791/"
"Galaxy Surfactants Ltd","GALAXYSURF","540935","Basic Materials","3236682192.4","2976596000","0.47","1290749","2715","0.21","/mutual-fund/holding-history/10901/74800/"
"Sapphire Foods India Ltd","SAPPHIRE","543397","Consumer Cyclical","2948497183","2952674000","0.47","9282220","","","/mutual-fund/holding-history/10901/716755/"
"RBL Bank Ltd","RBLBANK","540065","Financial Services","3000686973.9","2944443000","0.47","13819135","","","/mutual-fund/holding-history/10901/4685/"
"Finolex Cables Ltd","FINCABLES","500144","Industrials","2789799885.4","2842041000","0.45","2918506","","","/mutual-fund/holding-history/10901/416/"
"Gland Pharma Ltd","GLAND","543245","Healthcare","3152680966.8","2828297000","0.45","1780371","","","/mutual-fund/holding-history/10901/338662/"
"Indigo Paints Ltd Ordinary Shares","INDIGOPNTS","543258","Basic Materials","2795780000","2806570000","0.45","2600000","","","/mutual-fund/holding-history/10901/402502/"
"Indian Hotels Co Ltd","INDHOTEL","500850","Consumer Cyclical","2698180187.8","2751615000","0.44","3574222","","","/mutual-fund/holding-history/10901/606/"
"Samvardhana Motherson International Ltd","MOTHERSON","517334","Consumer Cyclical","2717010030.24","2715946000","0.43","17737368","","","/mutual-fund/holding-history/10901/878/"
"PG Electroplast Ltd","PGEL","533581","Technology","2629337464","2662644000","0.42","3451480","","","/mutual-fund/holding-history/10901/1031/"
"CARE Ratings Ltd","CARERATING","534804","Financial Services","2786615431.8","2652372000","0.42","1476822","","","/mutual-fund/holding-history/10901/240/"
"Kaynes Technology India Ltd","KAYNES","543664","Industrials","2453507395","2621166000","0.42","438322","","","/mutual-fund/holding-history/10901/1124672/"
"Honda India Power Products Ltd","HONDAPOWER","522064","Industrials","2528864872","2596954000","0.41","894730","","","/mutual-fund/holding-history/10901/570/"
"RITES Ltd Ordinary Shares","RITES","541556","Industrials","2651440000","2552448000","0.41","9200000","","","/mutual-fund/holding-history/10901/92280/"
"Century Plyboards (India) Ltd","CENTURYPLY","532548","Basic Materials","2487610300.8","2547206000","0.4","3274464","","","/mutual-fund/holding-history/10901/252/"
"H.G. Infra Engineering Ltd Ordinary Shares","HGINFRA","541019","Industrials","2331206457.5","2480271000","0.39","2214923","","","/mutual-fund/holding-history/10901/78664/"
"Gujarat Fluorochemicals Ltd Ordinary Shares","FLUOROCHEM","542812","Basic Materials","2533367634.6","2479088000","0.39","697686","","","/mutual-fund/holding-history/10901/169265/"
"Praj Industries Ltd","PRAJIND","522205","Industrials","2510454241.8","2424575000","0.38","5051724","","","/mutual-fund/holding-history/10901/1061/"
"Astra Microwave Products Ltd","ASTRAMICRO","532493","Technology","2529120000","2409880000","0.38","2200000","","","/mutual-fund/holding-history/10901/123/"
"Grindwell Norton Ltd","GRINDWELL","506076","Industrials","2330159474.4","2395356000","0.38","1333272","","","/mutual-fund/holding-history/10901/496/"
"Rategain Travel Technologies Ltd","RATEGAIN","543417","Technology","2278373735.7","2358624000","0.37","5314611","-8251","-0.16","/mutual-fund/holding-history/10901/747240/"
"Kajaria Ceramics Ltd","KAJARIACER","500233","Industrials","2334234996.1","2347443000","0.37","2257699","","","/mutual-fund/holding-history/10901/709/"
"Craftsman Automation Ltd","CRAFTSMAN","543276","Consumer Cyclical","2188588941","2331666000","0.37","416042","","","/mutual-fund/holding-history/10901/445359/"
"Orient Electric Ltd Ordinary Shares","ORIENTELEC","541301","Consumer Cyclical","2219664699.12","2263053000","0.36","9974228","","","/mutual-fund/holding-history/10901/94299/"
"Aarti Industries Ltd","AARTIIND","524208","Basic Materials","2228888859.75","2258733000","0.36","4813495","","","/mutual-fund/holding-history/10901/14/"
"Chambal Fertilisers & Chemicals Ltd","CHAMBLFERT","500085","Basic Materials","2265367335","2235947000","0.35","4057980","","","/mutual-fund/holding-history/10901/258/"
"CIE Automotive India Ltd","CIEINDIA","532756","Consumer Cyclical","2237536192","2233811000","0.35","4966784","","","/mutual-fund/holding-history/10901/816/"
"Deepak Nitrite Ltd","DEEPAKNTR","506401","Basic Materials","2080175084","2209777000","0.35","1090010","","","/mutual-fund/holding-history/10901/318/"
"Bajaj Electricals Ltd","BAJAJELEC","500031","Consumer Cyclical","2000910294.95","2102724000","0.33","3062071","","","/mutual-fund/holding-history/10901/146/"
"VST Tillers Tractors Ltd","VSTTILLERS","531266","Industrials","2042973301.6","2089024000","0.33","543691","","","/mutual-fund/holding-history/10901/1503/"
"TTK Prestige Ltd","TTKPRESTIG","517506","Consumer Cyclical","2066062797.5","2087208000","0.33","3356450","1352055","67.45","/mutual-fund/holding-history/10901/1421/"
"Zensar Technologies Ltd","ZENSARTECH","504067","Technology","2195638387.8","2079796000","0.33","2496604","","","/mutual-fund/holding-history/10901/1544/"
"Sai Life Sciences Ltd","SAILIFE","544306","Healthcare","2084573135","2067367000","0.33","2731180","200000","7.9","/mutual-fund/holding-history/10901/2840733/"
"AAVAS Financiers Ltd","AAVAS","541988","Financial Services","2088026169.5","2053384000","0.33","1113911","","","/mutual-fund/holding-history/10901/106807/"
"Lumax Auto Technologies Ltd","LUMAXTECH","532796","Consumer Cyclical","2541500000","2028875000","0.32","2500000","","","/mutual-fund/holding-history/10901/803/"
"Schaeffler India Ltd","SCHAEFFLER","505790","Consumer Cyclical","1945800878","2028466000","0.32","484271","","","/mutual-fund/holding-history/10901/406/"
"Aditya Birla Sun Life AMC Ltd","ABSLAMC","543374","Financial Services","2078460000","2017035000","0.32","2700000","","","/mutual-fund/holding-history/10901/674158/"
"City Union Bank Ltd","CUB","532210","Financial Services","2001750837.6","2006056000","0.32","10250670","","","/mutual-fund/holding-history/10901/295/"
"Brigade Enterprises Ltd","BRIGADE","532929","Real Estate","2191844324.1","2005815000","0.32","1832799","","","/mutual-fund/holding-history/10901/219/"
"JTEKT India Ltd","JTEKTINDIA","520057","Consumer Cyclical","2057594223.2","2001609000","0.32","14429132","","","/mutual-fund/holding-history/10901/1266/"
"Thyrocare Technologies Ltd","THYROCARE","539871","Healthcare","1938228480","1993715000","0.32","1900224","-70494","-3.58","/mutual-fund/holding-history/10901/2013/"
"Allied Blenders and Distillers Ltd","ABDL","544203","Consumer Defensive","2142726572","1973382000","0.31","4937158","","","/mutual-fund/holding-history/10901/2365668/"
"Schloss Bangalore Ltd","THELEELA","544408","Consumer Cyclical","1801854003.6","1959271000","0.31","4504072","4504072","New","/mutual-fund/holding-history/10901/3110331/"
"Asahi India Glass Ltd","ASAHIINDIA","515030","Consumer Cyclical","1951103604.45","1958170000","0.31","2616999","","","/mutual-fund/holding-history/10901/107/"
"PVR INOX Ltd","PVRINOX","532689","Communication Services","1900824030","1935697000","0.31","1964676","","","/mutual-fund/holding-history/10901/1087/"
"Metropolis Healthcare Ltd","METROPOLIS","542650","Healthcare","1961273366.4","1924279000","0.31","1145336","","","/mutual-fund/holding-history/10901/139598/"
"Delhivery Ltd","DELHIVERY","543529","Industrials","1960607840.1","1921428000","0.3","5367117","","","/mutual-fund/holding-history/10901/888524/"
"FDC Ltd","FDC","531599","Healthcare","2094822562","1875406000","0.3","4272968","15706","0.37","/mutual-fund/holding-history/10901/410/"
"CESC Ltd","CESC","500084","Utilities","1877939705.7","1816964000","0.29","11188202","11188202","New","/mutual-fund/holding-history/10901/256/"
"Lemon Tree Hotels Ltd","LEMONTREE","541233","Consumer Cyclical","1795390124.64","1815852000","0.29","13032739","","","/mutual-fund/holding-history/10901/81513/"
"Texmaco Rail & Engineering Ltd","TEXRAIL","533326","Industrials","1931963313.22","1814795000","0.29","11408783","","","/mutual-fund/holding-history/10901/1380/"
"Castrol India Ltd","CASTROLIND","500870","Energy","1779624894.7","1809502000","0.29","8368798","","","/mutual-fund/holding-history/10901/241/"
"Ambuja Cements Ltd","AMBUJACEM","500425","Basic Materials","1787987500","1798875000","0.29","3250000","","","/mutual-fund/holding-history/10901/71/"
"Dr. Lal PathLabs Ltd","LALPATHLAB","539524","Healthcare","1902244295","1798709000","0.29","645485","","","/mutual-fund/holding-history/10901/1877/"
"UTI Asset Management Co Ltd","UTIAMC","543238","Financial Services","1911108824.1","1796258000","0.29","1509207","91963","6.49","/mutual-fund/holding-history/10901/305194/"
"Bajaj Consumer Care Ltd","BAJAJCON","533229","Consumer Defensive","1727464625.4","1724409000","0.27","9856020","","","/mutual-fund/holding-history/10901/145/"
"Godrej Agrovet Ltd Ordinary Shares","GODREJAGRO","540743","Consumer Defensive","1734987403.5","1709330000","0.27","2240862","","","/mutual-fund/holding-history/10901/62812/"
"Vesuvius India Ltd","VESUVIUS","520113","Industrials","169344000","1708243000","0.27","288000","","","/mutual-fund/holding-history/10901/1475/"
"Navin Fluorine International Ltd","NAVINFLUOR","532504","Basic Materials","1791391027","1691292000","0.27","396905","","","/mutual-fund/holding-history/10901/914/"
"ACME Solar Holdings Ltd","ACMESOLAR","544283","Utilities","1545654257.6","1673612000","0.27","6350264","","","/mutual-fund/holding-history/10901/2759890/"
"J.B. Chemicals & Pharmaceuticals Ltd","JBCHEPHARM","506943","Healthcare","1714155494.4","1655970000","0.26","987872","50000","5.33","/mutual-fund/holding-history/10901/665/"
"Narayana Hrudayalaya Ltd","NH","539551","Healthcare","1826124999.3","1646543000","0.26","944173","","","/mutual-fund/holding-history/10901/1886/"
"Esab India Ltd","ESABINDIA","500133","Industrials","1683932623","1643497000","0.26","326882","","","/mutual-fund/holding-history/10901/386/"
"Vindhya Telelinks Ltd","VINDHYATEL","517015","Industrials","1693519018.6","1638587000","0.26","975698","","","/mutual-fund/holding-history/10901/1486/"
"Harsha Engineers International Ltd","HARSHA","543600","Industrials","1605103232","1631786000","0.26","4136864","","","/mutual-fund/holding-history/10901/1037930/"
"West Coast Paper Mills Ltd","WSTCSTPAPR","500444","Basic Materials","1700420459.4","1614257000","0.26","3359187","","","/mutual-fund/holding-history/10901/1530/"
"Jindal Saw Ltd","JINDALSAW","500378","Basic Materials","1809637796.7","1603572000","0.25","7567590","","","/mutual-fund/holding-history/10901/676/"
"Syngene International Ltd","SYNGENE","539268","Healthcare","1630359246.2","1596288000","0.25","2468932","2468932","New","/mutual-fund/holding-history/10901/1771/"
"DOMS Industries Ltd","DOMS","544045","Industrials","1544481620.8","1593300000","0.25","650911","","","/mutual-fund/holding-history/10901/1819409/"
"CreditAccess Grameen Ltd Ordinary Shares","CREDITACC","541770","Financial Services","1595213504.5","1527673000","0.24","1334795","","","/mutual-fund/holding-history/10901/100478/"
"G R Infraprojects Ltd","GRINFRA","543317","Industrials","1582156726.2","1524388000","0.24","1191114","","","/mutual-fund/holding-history/10901/577216/"
"MTAR Technologies Ltd","MTARTECH","543270","Industrials","1565577483.2","1519640000","0.24","926158","","","/mutual-fund/holding-history/10901/436155/"
"NIIT Ltd","NIITLTD","500304","Consumer Defensive","1479105105.92","1511327000","0.24","11111066","","","/mutual-fund/holding-history/10901/941/"
"Data Patterns (India) Ltd","DATAPATTNS","543428","Industrials","1505777016.8","1448512000","0.23","508571","","","/mutual-fund/holding-history/10901/755079/"
"Union Bank of India","UNIONBANK","532477","Financial Services","1449353179.26","1447578000","0.23","9861558","","","/mutual-fund/holding-history/10901/1447/"
"Just Dial Ltd","JUSTDIAL","535648","Communication Services","1434420253.35","1445648000","0.23","1627157","","","/mutual-fund/holding-history/10901/704/"
"KEC International Ltd","KEC","532714","Industrials","1559165894.4","1440775000","0.23","1730868","","","/mutual-fund/holding-history/10901/727/"
"FSN E-Commerce Ventures Ltd","NYKAA","543384","Consumer Cyclical","1364530960.8","1421602000","0.23","6994008","","","/mutual-fund/holding-history/10901/705188/"
"Protean eGov Technologies Ltd","","544021","Technology","1371762969","1397138000","0.22","1454140","","","/mutual-fund/holding-history/10901/1776577/"
"Automotive Axles Ltd","AUTOAXLES","505010","Consumer Cyclical","1366810098","1332841000","0.21","759930","","","/mutual-fund/holding-history/10901/135/"
"Sandhar Technologies Ltd Ordinary Shares","SANDHAR","541163","Consumer Cyclical","1344036105.75","1326741000","0.21","2562265","","","/mutual-fund/holding-history/10901/80794/"
"Aditya Birla Lifestyle Brands Limited**","","","","","1325722000","0.21","7755029","7755029","New",""
"Sanofi India Ltd","SANOFI","500674","Healthcare","1311021988","1325145000","0.21","213992","","","/mutual-fund/holding-history/10901/1182/"
"Max Estates Ltd","MAXESTATES","544008","Real Estate","1278577787.3","1317239000","0.21","2510461","","","/mutual-fund/holding-history/10901/1771763/"
"Vedant Fashions Ltd","MANYAVAR","543463","Consumer Cyclical","1278616775","1298403000","0.21","1628500","","","/mutual-fund/holding-history/10901/816269/"
"Can Fin Homes Ltd","CANFINHOME","511196","Financial Services","1282111735","1295924000","0.21","1644260","","","/mutual-fund/holding-history/10901/234/"
"Sonata Software Ltd","SONATSOFTW","532221","Technology","1342906849.9","1292052000","0.21","3158666","429834","15.75","/mutual-fund/holding-history/10901/1267/"
"Raymond Realty Lim","","","","","1287010000","0.2","1238343","1238343","New",""
"LMW Ltd","LMW","500252","Industrials","1200278651","1236337000","0.2","74041","10000","15.61","/mutual-fund/holding-history/10901/785/"
"Greenlam Industries Ltd","GREENLAM","538979","Consumer Cyclical","1051981056.6","1168657000","0.19","4422876","","","/mutual-fund/holding-history/10901/1565/"
"Birlasoft Ltd","BSOFT","532400","Technology","1225327943.4","1162074000","0.18","2901558","","","/mutual-fund/holding-history/10901/763/"
"L.G.Balakrishnan & Bros Ltd","LGBBROSLTD","500250","Consumer Cyclical","1108836542.8","1146790000","0.18","890918","","","/mutual-fund/holding-history/10901/787/"
"Sudarshan Chemical Industries Ltd","SUDARSCHEM","506655","Basic Materials","1241833425","1144212000","0.18","969425","","","/mutual-fund/holding-history/10901/1304/"
"Sanofi Consumer Healthcare India Ltd","SANOFICONR","544250","Healthcare","1088149320","1127438000","0.18","213992","","","/mutual-fund/holding-history/10901/2638456/"
"Rainbow Childrens Medicare Ltd","RAINBOW","543524","Healthcare","1138637970.4","1101034000","0.17","785051","","","/mutual-fund/holding-history/10901/877862/"
"Mishra Dhatu Nigam Ltd Ordinary Shares","MIDHANI","541195","Basic Materials","1153218545","1097292000","0.17","2589175","","","/mutual-fund/holding-history/10901/80900/"
"Campus Activewear Ltd","CAMPUS","543523","Consumer Cyclical","1054364862.5","1088627000","0.17","3732265","257123","7.4","/mutual-fund/holding-history/10901/877863/"
"Blue Dart Express Ltd","BLUEDART","526612","Industrials","1027471836","1082220000","0.17","163428","","","/mutual-fund/holding-history/10901/208/"
"Sansera Engineering Ltd","SANSERA","543358","Consumer Cyclical","1017606477.8","1050734000","0.17","772201","","","/mutual-fund/holding-history/10901/658068/"
"Orient Cement Ltd","ORIENTCEM","535754","Basic Materials","851202538.25","1034436000","0.16","2953001","-447267","-13.15","/mutual-fund/holding-history/10901/985/"
"Honeywell Automation India Ltd","HONAUT","517174","Industrials","1011669300","1023087000","0.16","26553","","","/mutual-fund/holding-history/10901/569/"
"Raymond Lifestyle Ltd","RAYMONDLSL","544240","Consumer Cyclical","1083103884.2","1010339000","0.16","990674","","","/mutual-fund/holding-history/10901/2613901/"
"Belrise Industries Ltd","BELRISE","544405","Consumer Cyclical","1120982303.7","1005977000","0.16","10728130","10728130","New","/mutual-fund/holding-history/10901/3104419/"
"Go Fashion (India) Ltd","GOCOLORS","543401","Consumer Cyclical","985757947.2","995938000","0.16","1170178","576131","96.98","/mutual-fund/holding-history/10901/728986/"
"KPIT Technologies Ltd","KPITTECH","542651","Technology","1045098430.2","994546000","0.16","743419","","","/mutual-fund/holding-history/10901/141324/"
"Sumitomo Chemical India Ltd Ordinary Shares","SUMICHEM","542920","Basic Materials","940211020","962724000","0.15","1899800","","","/mutual-fund/holding-history/10901/182906/"
